0	0	0	0
0.02	0	0	0
0.04	0	0	0
0.06	0	0	0
0.08	0	0	0
0.09999999	0	0	0
0.12	0	0	0
0.14	0	0	0
0.16	0	0	0
0.18	0	0	0
0.2	0	0	0
0.22	0	0	0
0.24	0	0	0
0.26	0	0	0
0.28	0	0	0
0.3	0	0	0
0.32	0	0	0
0.34	0	0	0
0.36	0	0	0
0.38	0	0	0
0.4	0	0	0
0.42	0	0	0
0.44	0	0	0
0.46	0	0	0
0.48	0	0	0
0.5	0	0	0
0.52	0	0	0
0.54	0	0	0
0.56	0	0	0
0.58	0	0	0
0.6	0	0	0
0.62	0	0	0
0.64	0	0	0
0.66	0	0	0
0.68	0	0	0
0.7	0	-0.002245995	0
0.72	0	359.9911	0
0.74	0	359.9778	0
0.76	0	359.9557	0
0.78	0	359.9229	0
0.8	0	359.8751	0
0.82	0	359.8102	0
0.84	0	359.7264	0
0.86	0	359.6218	0
0.88	0	359.4946	0
0.9	0	359.3408	0
0.92	0	359.1585	0
0.94	0	358.9463	0
0.96	0	358.7023	0
0.98	0	358.4251	0
1	0	358.1534	0
1.02	0	357.8871	0
1.04	0	357.6261	0
1.06	0	357.3704	0
1.08	0	357.1198	0
1.1	0	356.8742	0
1.12	0	356.6335	0
1.14	0	356.3976	0
1.16	0	356.1664	0
1.18	0	355.9399	0
1.2	0	355.7179	0
1.22	0	355.5003	0
1.24	0	355.2871	0
1.26	0	355.0782	0
1.28	0	354.8734	0
1.3	0	354.6727	0
1.32	0	354.476	0
1.34	0	354.2833	0
1.36	0	354.0945	0
1.38	0	353.9048	0
1.4	0	353.7123	0
1.42	0	353.5146	0
1.44	0	353.3097	0
1.46	0	353.0954	0
1.48	0	352.8674	0
1.5	0	352.6237	0
1.52	0	352.3625	0
1.54	0	352.0818	0
1.56	0	351.7797	0
1.58	0	351.4522	0
1.6	0	351.0976	0
1.62	0	350.7142	0
1.64	0	350.3002	0
1.66	0	349.8541	0
1.68	0	349.372	0
1.7	0	348.8523	0
1.72	0	348.2937	0
1.74	0	347.6945	0
1.76	0	347.0535	0
1.78	0	346.3669	0
1.8	0	345.6333	0
1.82	0	344.8516	0
1.84	0	344.0203	0
1.86	0	343.136	0
1.88	0	342.1976	0
1.9	0	341.2779	0
1.92	0	340.3766	0
1.94	0	339.4934	0
1.96	0	338.6278	0
1.98	0	337.7795	0
2	0	336.9482	0
2.02	0	336.1335	0
2.04	0	335.3351	0
2.06	0	334.5527	0
2.08	0	333.7859	0
2.1	0	333.0345	0
2.12	0	332.298	0
2.14	0	331.5764	0
2.16	0	330.8691	0
2.18	0	330.176	0
2.2	0	329.4967	0
2.22	0	328.8311	0
2.24	0	328.1787	0
2.26	0	327.5394	0
2.28	0	326.9129	0
2.3	0	326.2989	0
2.32	0	325.6972	0
2.34	0	325.1075	0
2.36	0	324.5297	0
2.38	0	323.9633	0
2.4	0	323.4084	0
2.42	0	322.8645	0
2.44	0	322.3315	0
2.46	0	321.8113	0
2.48	0	321.3061	0
2.5	0	320.8178	0
2.52	0	320.3481	0
2.54	0	319.8991	0
2.56	0	319.4749	0
2.58	0	319.077	0
2.6	0	318.7073	0
2.62	0	318.3675	0
2.64	0	318.0592	0
2.66	0	317.7863	0
2.68	0	317.5502	0
2.7	0	317.3526	0
2.72	0	317.1948	0
2.74	0	317.0784	0
2.76	0	317.007	0
2.78	0	316.9819	0
2.8	0	317.0045	0
2.82	0	317.0267	0
2.84	0	317.0484	0
2.86	0	317.0697	0
2.88	0	317.0905	0
2.9	0	317.111	0
2.92	0	317.131	0
2.94	0	317.1506	0
2.96	0	317.1698	0
2.98	0	317.1887	0
3	0	317.2072	0
3.02	0	317.2253	0
3.04	0	317.243	0
3.06	0	317.2626	0
3.08	0	317.2863	0
3.1	0	317.3163	0
3.12	0	317.3547	0
3.14	0	317.4058	0
3.16	0	317.4716	0
3.18	0	317.554	0
3.2	0	317.655	0
3.22	0	317.7765	0
3.24	0	317.9224	0
3.26	0	318.0947	0
3.28	0	318.2949	0
