0	0	0	0	0	0	0
0.02	0	-0.192276	0.196	0	0	0
0.04	0	-0.3796557	0.3891108	0	0	0
0.06	0	-0.5602227	0.5813444	0	0	0
0.08	0	-0.7322354	0.7744474	0	0	0
0.09999999	0	-0.8941328	0.9698348	0	0	0
0.12	0	-1.044544	1.168548	0	0	0
0.14	0	-1.182305	1.371233	0	0	0
0.16	0	-1.306471	1.578146	0	0	0
0.18	0	-1.416343	1.789171	0	0	0
0.2	0	-1.511477	2.003862	0	0	0
0.22	0	-1.591705	2.221499	0	0	0
0.24	0	-1.65713	2.441149	0	0	0
0.26	0	-1.708127	2.661733	0	0	0
0.28	0	-1.745321	2.882097	0	0	0
0.3	0	-1.76956	3.101075	0	0	0
0.32	0	-1.78188	3.317547	0	0	0
0.34	0	-1.783456	3.53048	0	0	0
0.36	0	-1.775563	3.73897	0	0	0
0.38	0	-1.759521	3.942253	0	0	0
0.4	0	-1.736651	4.139727	0	0	0
0.42	0	-1.708241	4.330941	0	0	0
0.44	0	-1.675507	4.515597	0	0	0
0.46	0	-1.63957	4.693529	0	0	0
0.48	0	-1.601439	4.864691	0	0	0
0.5	0	-1.561998	5.029134	0	0	0
0.52	0	-1.522006	5.186988	0	0	0
0.54	0	-1.482098	5.338446	0	0	0
0.56	0	-1.442787	5.483742	0	0	0
0.58	0	-1.404481	5.623142	0	0	0
0.6	0	-1.367487	5.756928	0	0	0
0.62	0	-1.332026	5.885389	0	0	0
0.64	0	-1.298247	6.008814	0	0	0
0.66	0	-1.266235	6.127487	0	0	0
0.68	0	-1.236026	6.24168	0	0	0
0.7	0	-1.207617	6.351653	0	0	0
0.72	0	-1.180971	6.457651	0	0	0
0.74	0	-1.156031	6.559903	0	0	0
0.76	0	-1.132722	6.658622	0	0	0
0.78	0	-1.110958	6.754007	0	0	0
0.8	0	-1.090647	6.84624	0	0	0
0.82	0	-1.071694	6.935491	0	0	0
0.84	0	-1.054004	7.021914	0	0	0
0.86	0	-1.037484	7.105652	0	0	0
0.88	0	-1.022044	7.186838	0	0	0
0.9	0	-1.007599	7.265592	0	0	0
0.92	-0.0009691476	-0.994068	7.342027	0	0.0066	0
0.94	-0.002897864	-0.9813774	7.416245	0	0.013134	0
0.96	-0.005775737	-0.9694577	7.488342	0	0.01960266	0
0.98	-0.009591597	-0.9582453	7.558406	0	0.02600664	0
1	-0.0153403	-0.9476822	7.626514	0	0.03894658	0
1.02	-0.02299659	-0.9377153	7.69274	0	0.05175712	0
1.04	-0.03253403	-0.9282964	7.75715	0	0.06443955	0
1.06	-0.04392514	-0.9193817	7.819803	0	0.07699516	0
1.08	-0.05714149	-0.9109317	7.880755	0	0.08942521	0
1.1	-0.07005761	-0.9029106	7.940076	0	0.08853096	0
1.12	-0.08267606	-0.8952861	7.99782	0	0.08764565	0
1.14	-0.09499954	-0.8880289	8.054043	0	0.08676919	0
1.16	-0.1070309	-0.8811127	8.108794	0	0.0859015	0
1.18	-0.118773	-0.8745134	8.162125	0	0.08504248	0
1.2	-0.1302289	-0.8682094	8.214076	0	0.08419206	0
1.22	-0.1414018	-0.8621811	8.264696	0	0.08335014	0
1.24	-0.1522948	-0.8564105	8.314023	0	0.08251663	0
1.26	-0.1629114	-0.8508815	8.3621	0	0.08169147	0
1.28	-0.1732548	-0.8455792	8.408962	0	0.08087455	0
1.3	-0.1833285	-0.8404901	8.454646	0	0.08006581	0
1.32	-0.193136	-0.8356019	8.499187	0	0.07926515	0
1.34	-0.2026807	-0.830903	8.542618	0	0.0784725	0
1.36	-0.2119663	-0.8263831	8.584972	0	0.07768778	0
